,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
1862,111 Spring Semester,Center of General Education,Liberal Arts College,161045,GECE00174,,"An Economic Analysis of Social Development
FCQRSociety and EconomyGECL",社會發展的經濟分析,35,-,M56-YX201[YM],2,2,曾憲政,,Core curriculum,
1863,111 Spring Semester,Center of General Education,Liberal Arts College,161046,GECE00191,,"Introduction to Korean History and Culture
History and CivilizationsGECDASC",韓國歷史與文化導論,32,-,T56-YX201[YM],2,2,沈明珠,,Core curriculum,
1864,111 Spring Semester,Center of General Education,Liberal Arts College,161047,GECE00061,授課方式：實地線上混合。上課教室：陽明校區：知行樓503；交大校區：線上，請向教師索取線上連結,"Philosophy of Caring
FCCTPhilosophy and MindGECL",照護哲學,30,-,T56-YX503[YM],2,2,嚴如玉,,Core curriculum,
1865,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1866,111 Spring Semester,Center of General Education,Liberal Arts College,161048,GECE00137,,"Behavior Science in Life
Optional Liberal EducationGECLDAST",生活中的行為科學,35,-,W12-YT206[YM],2,2,林文旭,,Core curriculum,
1867,111 Spring Semester,Center of General Education,Liberal Arts College,161049,GECE00322,,"The Modern International Economic Topics
FCQRSociety and EconomyGECL",現代國際經濟議題,35,-,W78-YX201[YM],2,2,曾憲政,,Core curriculum,
1868,111 Spring Semester,Center of General Education,Liberal Arts College,161050,GECE00064,,"Environment, Economy and Society
Society and EconomyGECLDASC",環境﹑經濟與社會,35,-,F34-YT206[YM],2,2,錢克綱,,Core curriculum,
1869,111 Spring Semester,Center of General Education,Liberal Arts College,161051,GECE00097,,"Interpersonal Relations and Communication
Optional Liberal EducationLCCCGECL",人際關係與溝通,35,-,F34-YT204[YM],2,2,彭懷恩,,Core curriculum,
1870,111 Spring Semester,Center of General Education,Liberal Arts College,161052,GECE00104,,"International Relations
Optional Liberal EducationGECDASC",國際關係,35,-,F56-YT204[YM],2,2,彭懷恩,,Core curriculum,
1871,111 Spring Semester,Center of General Education,Liberal Arts College,161053,GECE00177,,"Literacy and Competence for Future Leaders
FCOMScience, Technology and SocietyGECL",未來科技領導人的素養與思維,20,-,F34-YX202[YM],2,2,洪紹洋,,Core curriculum,
1872,111 Spring Semester,Center of General Education,Liberal Arts College,161054,GECE00177,,"Literacy and Competence for Future Leaders
FCOMScience, Technology and SocietyGECL",未來科技領導人的素養與思維,20,-,F56-YX202[YM],2,2,洪紹洋,,Core curriculum,
1873,111 Spring Semester,Center of General Education,Liberal Arts College,161055,GECE00177,,"Literacy and Competence for Future Leaders
FCOMScience, Technology and SocietyGECL",未來科技領導人的素養與思維,20,-,F78-YX202[YM],2,2,徐詩偉,,Core curriculum,
1874,111 Spring Semester,Center of General Education,Liberal Arts College,161056,GECE00101,[1] 具日文基礎，為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。,"Basic Japanese (II)
Optional Liberal EducationLCLS",初級日文(二),32,-,R12-YT103[YM],2,2,詹兆雯,,Language & communication,
1875,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1876,111 Spring Semester,Center of General Education,Liberal Arts College,161057,GECE00102,[1] 具日文基礎，為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。,"Basic Japanese (IV)
Optional Liberal EducationLCLS",初級日文(四),32,-,T9a-YT103[YM],2,2,詹兆雯,,Language & communication,
1877,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1878,111 Spring Semester,Center of General Education,Liberal Arts College,161058,GECE00133,[1] 為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。,"French(I)
Optional Liberal EducationLCLS",法文(一),32,-,M78-YX201[YM],2,2,張玉蕙,,Language & communication,
1879,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1880,111 Spring Semester,Center of General Education,Liberal Arts College,161059,GECE00134,[1] 具法文基礎，為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。 [3] 陽明校區：採「實體授課」與「實體考試」。 [4] 交大校區：採「遠距授課」，選課同學自行上線參與課程。但採「實體考試」，時間另訂。 [5] 每星期五中午12:20在交大校區開放實體教室提問及教學指導。,"French (Ⅱ)
Optional Liberal EducationLCLS",法文(二),32,-,M9a-YX201[YM],2,2,張玉蕙,,Language & communication,
1881,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1882,111 Spring Semester,Center of General Education,Liberal Arts College,161060,GECE00114,[1] 具德文基礎，為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。,"German (II)
Optional Liberal EducationLCLS",德文(二),32,-,F56-YX406[YM],2,2,唐岱霞,,Language & communication,
1883,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1884,111 Spring Semester,Center of General Education,Liberal Arts College,161061,GECE00113,[1] 具德文基礎，為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。,"German (III)
Optional Liberal EducationLCLS",德文(三),32,-,F78-YX201[YM],2,2,唐岱霞,,Language & communication,
1885,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1886,111 Spring Semester,Center of General Education,Liberal Arts College,161062,GECE00213,[1] 為維持教學品質，限制修課人數。 [2] 陽明校區110學年學制學生不列計核心、語言與溝通學分。,"Korean Language and culture (I)
Optional Liberal EducationLCLS",韓語和韓國文化(一),32,-,T34-YX201[YM],2,2,沈明珠,,Language & communication,
1887,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1888,111 Spring Semester,Center of General Education,Liberal Arts College,161063,GECE00157,[English Medium Course] [1] 第一階段初選限物治一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"English in Arts
LCLEEnglish LiteratureENG",藝術英文,32,-,T12-YT204[YM],2,2,吳哲硯,,Language & communication,
1889,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1890,111 Spring Semester,Center of General Education,Liberal Arts College,161064,GECE00327,[English Medium Course] [1] 第一階段初選限醫放一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"Rhetoric in Western Literature and Culture
LCLEEnglish LiteratureENG",西方文學與文化中的修辭,32,-,T34-YT204[YM],2,2,吳哲硯,,Language & communication,
1891,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1892,111 Spring Semester,Center of General Education,Liberal Arts College,161065,GECE00328,[English Medium Course] [1] 第一階段初選限醫技一、護理一、醫工一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"VOA: Science & Technology
LCLEEnglish LiteratureENG",VOA美國之音：科學與科技,32,-,W12-YX503[YM],2,2,林志瑋,,Language & communication,
1893,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1894,111 Spring Semester,Center of General Education,Liberal Arts College,161066,GECE00152,[English Medium Course] [1] 第一階段初選限醫技一、護理一、醫工一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"Cross-Cultural Communication in English
LCLEEnglish LiteratureENG",英文跨文化溝通,32,-,W12-YT203[YM],2,2,何彥如,,Language & communication,
1895,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1896,111 Spring Semester,Center of General Education,Liberal Arts College,161067,GECE00160,[English Medium Course] [1] 第一階段初選限醫技一、護理一、醫工一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"Advanced English Listening and Speaking
LCLEEnglish LiteratureENG",進階英語聽講練習,32,-,W12-YX201[YM],2,2,邱剛彥,,Language & communication,
1897,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1898,111 Spring Semester,Center of General Education,Liberal Arts College,161068,GECE00108,[English Medium Course] [1] 第一階段初選限醫學一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"Philosophy in Fiction
LCLEEnglish LiteratureENG",小說中的哲學思想,32,-,R12-YX201[YM],2,2,程曉杰,,Language & communication,
1899,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1900,111 Spring Semester,Center of General Education,Liberal Arts College,161069,GECE00152,[English Medium Course] [1] 第一階段初選限醫學一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"Cross-Cultural Communication in English
LCLEEnglish LiteratureENG",英文跨文化溝通,32,-,R12-YT203[YM],2,2,何彥如,,Language & communication,
1901,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1902,111 Spring Semester,Center of General Education,Liberal Arts College,161070,GECE00328,[English Medium Course] [1] 第一階段初選限牙醫一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"VOA: Science & Technology
LCLEEnglish LiteratureENG",VOA美國之音：科學與科技,32,-,F12-YX503[YM],2,2,林志瑋,,Language & communication,
1903,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1904,111 Spring Semester,Center of General Education,Liberal Arts College,161071,GECE00108,[English Medium Course] [1] 第一階段初選限生科一、不分系一。 [2] 全英語授課，為維持教學品質，限制修課人數。,"Philosophy in Fiction
LCLEEnglish LiteratureENG",小說中的哲學思想,32,-,F34-YX201[YM],2,2,程曉杰,,Language & communication,
1905,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1906,111 Spring Semester,Center of General Education,Liberal Arts College,161072,GECE00125,限醫學系，計入核心領域課程學分(個人、社會與文化領域)，每學期將由系統帶入修課學生，請勿隨意退課。,"General Psychology
Optional Liberal EducationGECDASC",普通心理學,0,-,T34-YX216[YM],2,2,張立鴻,,Core curriculum,
1907,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1908,111 Spring Semester,Center of General Education,Liberal Arts College,161076,GECE00052,1.中央研究院人文講座課程，中國文哲研究所林維杰研究員主持授課。 2.1112學期因應疫情採行線上教學。 3.2023/04/06，依中研院行事曆維持正常上課。,"Hermeneutic Philosophy
FCCTPhilosophy and MindGECL",文本詮釋,35,-,R78-,2,2,林維杰,,Core curriculum,
1909,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1910,111 Spring Semester,Center of General Education,Liberal Arts College,161077,GECE00316,1.中央研究院人文講座課程，歷史語言研究所林維杰研究員主持授課。 2.1112學期因應疫情採行線上教學。 3.2023/04/06，依中研院行事曆維持正常上課。,"The Enlightenment and the Modern World
History and CivilizationsGECLDASC",啟蒙運動與現代世界,35,-,R56-,2,2,陳正國,,Core curriculum,
1911,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1912,111 Spring Semester,Center of General Education,Liberal Arts College,161078,GECE00013,1.中央研究院人文講座課程，社會學研究所楊文山研究員主持授課。 2.1112學期因應疫情採行線上教學。 3.2023/04/06，依中研院行事曆維持正常上課。,"Marriage and Family in Taiwan
FCLCSociety and EconomyGECL",婚姻、家庭與臺灣社會,35,-,R78-,2,2,楊文山,,Core curriculum,
1913,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1914,111 Spring Semester,Center of General Education,Liberal Arts College,161079,GECE00317,1.中央研究院人文講座課程，中國文哲研究所劉瓊云副研究員主持授。 2.1112學期因應疫情採行線上教學。 3.2023/04/06，依中研院行事曆維持正常上課。,"(Non-)Human Body and Literature
Art and CulturesGECLDAHA",(非)人類身體與文學,35,-,R56-,2,2,劉瓊云,,Core curriculum,
1915,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1916,111 Spring Semester,Center of General Education,Liberal Arts College,161080,GECE00315,1.中央研究院人文講座課程，經濟研究所張俊仁研究員、經濟研究所楊淑珺研究員主持授課。 2.1112學期因應疫情採行線上教學。 3.2023/04/06，依中研院行事曆維持正常上課。,"Macroeconomics and Policy
FCQRSociety and EconomyGECL",總體經濟與政策,35,-,R56-,2,2,張俊仁、楊淑珺,,Core curriculum,
1917,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1918,111 Spring Semester,Center of General Education,Liberal Arts College,161081,GECE00004,1.中央研究院人文講座課程，歷史語言研究所王道還助理研究員主持授課。 2.1112學期因應疫情採行線上教學。 3.2023/04/06，依中研院行事曆維持正常上課。,"The Story of Mankind
Science, Technology and SocietyGECLDAST",人類的故事,35,-,R78-,2,2,王道還,,Core curriculum,
1919,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1920,111 Spring Semester,Center of General Education,Liberal Arts College,161089,GECE00330,1.中央研究院中國文哲研究所陳瑋芬研究員主持授課。 2.1112學期為因應疫情採行線上教學。 3.隔週上課，每次上課兩小時。,"The guidance of career planning by academic masters：The light and shadow of Civilization
Optional Liberal EducationGECLDASC",巨人的肩膀：文明的光與影,10,-,R56-,1,1,陳瑋芬,,Core curriculum,
1921,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
1922,111 Spring Semester,Center of General Education,Liberal Arts College,161090,GECE00333,1.中央研究院歷史語言研究所張谷銘副研究員主持授課。 2.1112學期為因應疫情採行線上教學。 3.隔週上課，每次上課兩小時。4.2023/04/06，依中研院行事曆維持正常上課。,"The guidance of career planning by academic masters：Medical Education Compared: The Flexner Reports
Optional Liberal EducationGECLDASC",巨人的肩膀：二十世紀初的歐美醫學教育,10,-,R78-,1,1,張谷銘,,Core curriculum,
